price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_per_sqft,total_rooms
3990000,4050,2,1,2,1,1,1,0,0,0,1,0,985.1851851851852,3
3920000,5500,4,1,2,1,1,1,0,0,0,0,1,712.7272727272727,5
3920000,3000,3,1,2,1,0,0,0,0,0,0,1,1306.6666666666667,4
3920000,3290,2,1,1,1,0,0,1,0,1,0,2,1191.4893617021276,3
3920000,3816,2,1,1,1,0,1,0,1,2,0,2,1027.2536687631027,3
3920000,8080,3,1,1,1,0,0,0,1,2,0,1,485.1485148514852,4
3885000,3780,2,1,2,1,1,1,0,0,0,0,1,1027.7777777777778,3
3850000,7152,3,1,2,1,0,0,0,1,0,0,2,538.3109619686801,4
3850000,4080,2,1,1,1,0,0,0,0,0,0,1,943.6274509803922,3
3850000,3850,2,1,1,1,0,0,0,0,0,0,1,1000.0,3
3850000,2015,3,1,2,1,0,1,0,0,0,1,1,1910.6699751861042,4
3850000,2176,2,1,2,1,1,0,0,0,0,1,1,1769.3014705882354,3
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,1145.0746268656717,4
3780000,4820,3,1,2,1,0,0,0,0,0,0,1,784.2323651452282,4
3780000,3420,2,1,2,1,0,0,1,0,1,0,1,1105.2631578947369,3
3780000,3600,2,1,1,1,0,0,0,0,0,0,1,1050.0,3
3780000,5830,2,1,1,1,0,0,0,0,2,0,0,648.3704974271012,3
3780000,2856,3,1,3,1,0,0,0,0,0,1,2,1323.5294117647059,4
3780000,8400,2,1,1,1,0,0,0,0,1,0,2,450.0,3
3773000,8250,3,1,1,1,0,0,0,0,2,0,2,457.3333333333333,4
3773000,6930,4,1,2,0,0,0,0,0,1,0,2,544.4444444444445,5
3745000,3480,2,1,1,1,0,0,0,0,0,1,1,1076.1494252873563,3
3710000,3600,3,1,1,1,0,0,0,0,1,0,0,1030.5555555555557,4
3710000,4040,2,1,1,1,0,0,0,0,0,0,1,918.3168316831683,3
3710000,6020,3,1,1,1,0,0,0,0,0,0,1,616.2790697674419,4
3710000,4050,2,1,1,1,0,0,0,0,0,0,2,916.0493827160494,3
3710000,3584,2,1,1,1,0,0,1,0,0,0,1,1035.15625,3
3703000,3120,3,1,2,0,0,1,1,0,0,0,1,1186.8589743589744,4
3703000,5450,2,1,1,1,0,0,0,0,0,0,2,679.4495412844037,3
3675000,3630,2,1,1,1,0,1,0,0,0,0,2,1012.396694214876,3
3675000,3630,2,1,1,1,0,0,0,1,0,0,0,1012.396694214876,3
3675000,5640,2,1,1,0,0,0,0,0,0,0,1,651.5957446808511,3
3675000,3600,2,1,1,1,0,0,0,0,0,0,2,1020.8333333333334,3
3640000,4280,2,1,1,1,0,0,0,1,2,0,1,850.4672897196261,3
3640000,3570,3,1,2,1,0,1,0,0,0,0,1,1019.6078431372549,4
3640000,3180,3,1,2,0,0,1,0,0,0,0,1,1144.6540880503144,4
3640000,3000,2,1,2,1,0,0,0,1,0,0,2,1213.3333333333333,3
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,610.738255033557,4
3640000,2275,3,1,3,1,0,0,1,1,0,1,1,1600.0,4
3633000,3520,3,1,1,1,0,0,0,0,2,1,0,1032.1022727272727,4
3605000,4500,2,1,1,1,0,0,0,0,0,0,1,801.1111111111111,3
3605000,4000,2,1,1,1,0,0,0,0,0,1,1,901.25,3
3570000,3150,3,1,2,1,0,1,0,0,0,0,2,1133.3333333333333,4
3570000,4500,2,1,1,0,0,0,0,0,0,0,2,793.3333333333334,3
3570000,3640,2,1,1,1,0,0,0,0,0,0,0,980.7692307692307,3
3535000,3850,3,1,1,1,0,0,0,0,2,0,0,918.1818181818181,4
3500000,4240,3,1,2,1,0,0,0,1,0,0,1,825.4716981132076,4
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,958.9041095890411,4
3500000,4600,4,1,2,1,0,0,0,0,0,0,1,760.8695652173913,5
3500000,3036,3,1,2,1,0,1,0,0,0,0,1,1152.832674571805,4
3500000,3990,3,1,2,1,0,0,0,0,0,0,1,877.1929824561404,4
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,471.4439655172414,4
3500000,3480,3,1,1,0,0,0,0,1,0,0,0,1005.7471264367816,4
3500000,3640,2,1,1,1,0,0,0,0,1,0,1,961.5384615384615,3
3500000,5900,2,1,1,1,0,0,0,0,1,0,2,593.2203389830509,3
3500000,3120,3,1,2,1,0,0,0,0,1,0,0,1121.7948717948718,4
3500000,7350,2,1,1,1,0,0,0,0,1,0,1,476.1904761904762,3
3500000,3512,2,1,1,1,0,0,0,0,1,1,0,996.5831435079726,3
3500000,9500,3,1,2,1,0,0,0,0,3,1,0,368.42105263157896,4
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,595.2380952380952,3
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,712.8571428571429,4
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,1132.3529411764705,4
3465000,5320,2,1,1,1,0,0,0,0,1,1,0,651.3157894736842,3
3465000,2145,3,1,3,1,0,0,0,0,0,1,2,1615.3846153846155,4
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,857.5,3
3430000,3185,2,1,1,1,0,0,0,0,2,0,0,1076.923076923077,3
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,890.9090909090909,4
3430000,2145,3,1,3,1,0,0,0,0,0,1,2,1599.067599067599,4
3430000,2610,3,1,2,1,0,1,0,0,0,1,0,1314.176245210728,4
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,847.2772277227723,3
3395000,4785,3,1,2,1,1,1,0,1,1,0,2,709.5088819226751,4
3395000,3450,3,1,1,1,0,1,0,0,2,0,0,984.0579710144928,4
3395000,3640,2,1,1,1,0,0,0,0,0,0,2,932.6923076923077,3
3360000,3500,4,1,2,1,0,0,0,1,2,0,0,960.0,5
3360000,4960,4,1,3,0,0,0,0,0,0,0,1,677.4193548387096,5
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,815.5339805825242,3
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,707.3684210526316,3
3360000,3720,2,1,1,0,0,0,0,1,0,0,0,903.2258064516129,3
3360000,3750,3,1,1,1,0,0,0,0,0,0,0,896.0,4
3360000,3100,3,1,2,0,0,1,0,0,0,0,1,1083.8709677419354,4
3360000,3185,2,1,1,1,0,1,0,0,2,0,2,1054.9450549450548,3
3353000,2700,3,1,1,0,0,0,0,0,0,0,2,1241.851851851852,4
3332000,2145,3,1,2,1,0,1,0,0,0,1,2,1553.3799533799533,4
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,823.019801980198,3
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,696.3350785340314,5
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,1316.0,3
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,1034.5911949685535,5
3290000,6060,3,1,1,1,1,1,0,0,0,0,2,542.9042904290429,4
3290000,3480,4,1,2,0,0,0,0,0,1,0,1,945.4022988505748,5
3290000,3792,4,1,2,1,0,0,0,0,0,0,1,867.6160337552743,5
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,814.3564356435644,3
3290000,2145,3,1,2,1,0,1,0,0,0,1,2,1533.7995337995337,4
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,559.5238095238095,4
3255000,4500,2,1,1,0,0,0,0,0,0,0,1,723.3333333333334,3
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,828.2442748091603,3
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,888.4615384615385,5
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,736.8421052631579,4
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,1199.7019374068554,3
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,745.3703703703703,4
3220000,3120,3,1,2,0,0,0,0,0,0,0,2,1032.051282051282,4
3150000,3450,1,1,1,1,0,0,0,0,0,0,2,913.0434782608696,2
3150000,3500,2,1,1,0,0,1,0,0,0,0,1,900.0,3
3150000,4095,2,1,1,1,0,0,0,0,2,0,1,769.2307692307693,3
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,1909.090909090909,4
3150000,3450,3,1,2,1,0,1,0,0,0,0,1,913.0434782608696,4
3150000,6750,2,1,1,1,0,0,0,0,0,0,1,466.6666666666667,3
3150000,9000,3,1,2,1,0,0,0,0,2,0,1,350.0,4
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,1026.392961876833,3
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,698.4444444444445,4
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,569.4267515923567,4
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,1300.604670558799,4
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,1038.3333333333333,4
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,809.0909090909091,4
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,890.0,3
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,381.1111111111111,3
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,620.9677419354839,3
3080000,2160,3,1,2,0,0,1,0,0,0,0,1,1425.9259259259259,4
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,996.7637540453075,3
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,684.4444444444445,3
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,801.3157894736842,3
3010000,3090,3,1,2,0,0,0,0,0,0,0,1,974.1100323624595,4
3010000,3240,3,1,2,1,0,0,0,0,2,0,1,929.0123456790124,4
3010000,2835,2,1,1,1,0,0,0,0,0,0,1,1061.7283950617284,3
3010000,4600,2,1,1,1,0,0,0,0,0,0,2,654.3478260869565,3
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,592.9866036249015,4
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,802.6666666666666,4
3010000,3630,4,1,2,1,0,0,0,0,3,0,1,829.2011019283747,5
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,373.04347826086956,3
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,683.59375,5
2961000,3000,2,1,2,1,0,0,0,0,0,0,1,987.0,3
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,502.56410256410254,4
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,592.741935483871,3
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,816.6666666666666,4
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,803.2786885245902,5
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,844.8275862068965,4
2940000,2700,2,1,1,0,0,0,0,0,0,0,2,1088.888888888889,3
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,933.3333333333334,4
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,444.44444444444446,4
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,944.078947368421,3
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,790.633608815427,3
2870000,6000,2,1,1,1,0,0,0,0,0,0,1,478.3333333333333,3
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,531.4814814814815,5
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,548.5576923076923,5
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,859.0909090909091,4
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,651.7241379310345,4
2835000,2640,2,1,1,0,0,0,0,0,1,0,2,1073.8636363636363,3
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,1056.6037735849056,4
2800000,3960,3,1,1,1,0,0,0,0,0,0,2,707.070707070707,4
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,401.47058823529414,3
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,682.5,4
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,673.75,3
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,676.1565836298932,3
2660000,2000,2,1,2,1,0,0,0,0,0,0,1,1330.0,3
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,950.0,4
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,1094.6502057613168,4
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,764.3678160919541,3
2660000,4000,3,1,1,1,0,0,0,0,0,0,1,665.0,4
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,832.967032967033,3
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,663.25,4
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,894.8453608247422,3
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,719.4444444444445,3
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,588.6363636363636,3
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,875.0,4
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,792.4528301886793,4
2520000,3000,2,1,2,1,0,0,0,0,0,0,2,840.0,3
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,564.7727272727273,4
2485000,3000,3,1,2,0,0,0,0,0,0,0,1,828.3333333333334,4
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,763.2398753894081,4
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,756.1728395061729,3
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,816.6666666666666,3
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,700.0,3
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,506.198347107438,3
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,318.1818181818182,3
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,662.4484181568088,3
2380000,2475,3,1,2,1,0,0,0,0,0,0,2,961.6161616161617,4
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,729.1666666666666,3
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,644.2307692307693,3
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,726.4150943396227,3
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,1239.1067538126363,3
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,573.0478589420655,2
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,573.0478589420655,4
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,1148.7179487179487,4
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,421.3207547169811,4
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,711.6666666666666,3
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,875.0,4
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,700.0,5
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,625.0,3
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,1111.764705882353,4
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,517.9501233214579,3
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,620.4013377926422,3
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,606.6666666666666,3
1767150,2400,3,1,1,0,0,0,0,0,0,0,1,736.3125,4
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,483.42541436464086,3
1750000,2910,3,1,1,0,0,0,0,0,0,0,2,601.3745704467354,4
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,454.54545454545456,4
